p2_corner_cnn_vs_l1_auto_only/step1..2.png	posteriors	build-up, 2 frames, l1 auto-only then +CNN, paper render 2026-08
p1_bias_vs_area/step1..3.png	statistics	build-up, 3 frames, paper render 2026-08
p1_fom_vs_area/step1..3.png	statistics	build-up, 3 frames, paper render 2026-08
p1_hos_frac_diff_l1/step1..4.png	statistics	build-up, 4 frames, paper render 2026-08
p1_ps_bias_vs_lmax/step1..2.png	statistics	build-up, 2 frames, paper render 2026-08
p1_ps_frac_diff/step1..4.png	statistics	build-up, 4 frames, paper render 2026-08
p1_starlet_scale_ell/step1..5.png	statistics	build-up, 5 frames, paper render 2026-08
p2_ablation/step1..2.png	statistics	build-up, 2 frames, paper render 2026-08
p2_cp_fom3_bars/step1..3.png	statistics	build-up, 3 frames, paper render 2026-08
p2_sbc/step1..3.png	statistics	build-up, 3 frames, paper render 2026-08
p2_tarp/step1..4.png	statistics	build-up, 4 frames, paper render 2026-08
p2_tarp_bnt/step1..4.png	statistics	build-up, 4 frames, paper render 2026-08
p2_pipeline.png	diagrams	paper render 2026-08
p1_tomo_maps_noiseless_bnt.png	maps	paper render 2026-08
p1_tomo_maps_noiseless_standard.png	maps	paper render 2026-08
p1_tomo_maps_noisy_bnt.png	maps	paper render 2026-08
p1_tomo_maps_noisy_standard.png	maps	paper render 2026-08
p2_data_flatlocal.png	maps	paper render 2026-08
p1_contours_baryon_safe_fullsky.png	posteriors	paper render 2026-08
p2_bnt_learned.png	posteriors	paper render 2026-08
p2_fisher.png	statistics	paper render 2026-08
p2_l1_hist_vs_s8.png	statistics	paper render 2026-08
p2_l1_joint_cellmap.png	statistics	paper render 2026-08
starlet_row_decomposition.png	diagrams	thesis intro F5b, 300 dpi
hos_l1_shape_talk.png	diagrams	the l1 schematic at slide-size type, tools/make-hos-shapes.py --talk; PIML_FORTH_2026 frame 22
kappa_peaks_circled.png	maps	thesis intro N3, left panel cropped, 300 dpi
p2_crossmap_build/k1.png	maps	crop of p2_methods_flatsky_inputs, auto kappa_1, for the cross-map construction slide
p2_crossmap_build/k2.png	maps	crop of p2_methods_flatsky_inputs, auto kappa_2
p2_crossmap_build/prod12.png	maps	crop of p2_methods_flatsky_inputs, product cross-map 1x2
